target_chembl_id,target_organism,document_journal,document_year,activity_id,standard_type,molecule_pref_name,target_pref_name,assay_chembl_id,bao_format,pchembl_value,assay_description
CHEMBL3663,Homo sapiens,Bioorg. Med. Chem. Lett.,1998,261295,IC50,DACTINOMYCIN,Growth factor receptor-bound protein 2,CHEMBL677054,BAO_0000357,5.3,Inhibition of GST-Grb2 Tyrosine kinase SH2 domain binding to [3H]labeled-phosphopeptide (Ac-SpYVNK-NH-C(O)-CH2CH2H3)
CHEMBL382,Homo sapiens,J. Med. Chem.,2002,351830,IC50,DACTINOMYCIN,CCRF-CEM,CHEMBL652488,BAO_0000219,9.0,Antitumor activity against human acute T-lymphoblastic leukemia CCRF-CEM cells
CHEMBL614542,Homo sapiens,J. Med. Chem.,2002,351831,IC50,DACTINOMYCIN,CCRF-SB,CHEMBL651473,BAO_0000219,8.7,Antitumor activity against human acute B-lymphoblastic leukemia CCRF-SB cells
CHEMBL388,Homo sapiens,J. Med. Chem.,2002,351832,IC50,DACTINOMYCIN,MT4,CHEMBL707806,BAO_0000219,9.0,Antitumor activity against human CD4+T cells expressing the TAT gene of HTLV-1 MT-4 cells
CHEMBL399,Homo sapiens,J. Med. Chem.,2002,351833,IC50,DACTINOMYCIN,HeLa,CHEMBL878301,BAO_0000219,8.1,Antitumor activity against cervix carcinoma Hela cells cells
CHEMBL614735,Homo sapiens,J. Med. Chem.,2002,351834,IC50,DACTINOMYCIN,HEp-2,CHEMBL693626,BAO_0000219,8.4,Antitumor activity against larynx carcinoma Hep-2 cells
CHEMBL612810,Homo sapiens,J. Med. Chem.,2002,351835,IC50,DACTINOMYCIN,WIL2-NS,CHEMBL822286,BAO_0000219,8.52,Anti tumor activity against human splenic B-lympho blastoid Wil2-NS cells
CHEMBL614628,Homo sapiens,J. Med. Chem.,2002,351836,IC50,DACTINOMYCIN,Raji,CHEMBL770638,BAO_0000219,8.7,Antitumor activity against human Burkitt lym phoma Raji cells
CHEMBL614177,Homo sapiens,J. Med. Chem.,2002,351837,IC50,DACTINOMYCIN,MOLT-4,CHEMBL714274,BAO_0000219,9.0,Antitumor activity against human acute T-lymphoblastic leukemia MOLT-4 cells
CHEMBL614533,Homo sapiens,J. Med. Chem.,2002,351838,IC50,DACTINOMYCIN,C8166,CHEMBL654817,BAO_0000219,9.1,Antitumor activity against CD+ human acute T-lymphoblastic leukemia C8166 cells
CHEMBL388,Homo sapiens,J. Med. Chem.,2002,351839,IC50,DACTINOMYCIN,MT4,CHEMBL715138,BAO_0000219,9.0,Antitumor activity against CD+ human acute T-lymphoblastic leukemia MT-4 cells
CHEMBL614919,Homo sapiens,J. Med. Chem.,2002,351840,IC50,DACTINOMYCIN,SK-MEL-28,CHEMBL805662,BAO_0000219,8.7,Antitumor activity against human skin melanoma SKMEK-28 cells
CHEMBL614036,Homo sapiens,J. Med. Chem.,2002,351841,IC50,DACTINOMYCIN,G-361,CHEMBL679418,BAO_0000219,9.0,Antitumor activity against human skin melanoma G-361 cells
CHEMBL387,Homo sapiens,J. Med. Chem.,2002,351842,IC50,DACTINOMYCIN,MCF7,CHEMBL715118,BAO_0000219,8.22,Antitumor activity against human breast adenocarcinoma MCF-7 cells
CHEMBL614923,Homo sapiens,J. Med. Chem.,2002,351843,IC50,DACTINOMYCIN,SK-MES-1,CHEMBL805668,BAO_0000219,8.4,Antitumor activity against human lung squamous carcinoma SK-MES-1 cells
CHEMBL395,Homo sapiens,J. Med. Chem.,2002,351844,IC50,DACTINOMYCIN,HepG2,CHEMBL696821,BAO_0000219,8.0,Antitumor activity against human hepatocellular carcinoma HepG2 cells
CHEMBL614519,Homo sapiens,J. Med. Chem.,2002,351845,IC50,DACTINOMYCIN,ACHN,CHEMBL623594,BAO_0000219,8.3,Antitumor activity against human renal adenocarcinoma ACHN cells
CHEMBL612565,Homo sapiens,J. Med. Chem.,2002,351846,IC50,DACTINOMYCIN,5637,CHEMBL618432,BAO_0000219,8.52,Antitumor activity against human bladder carcinoma 5637 cells
CHEMBL384,Homo sapiens,J. Med. Chem.,2002,351847,IC50,DACTINOMYCIN,HT-29,CHEMBL693869,BAO_0000219,8.22,Antitumor activity against human colon adenocarcinoma HT-29 cells
CHEMBL613508,Homo sapiens,J. Med. Chem.,2002,351848,IC50,DACTINOMYCIN,DU-145,CHEMBL669288,BAO_0000219,8.1,Antitumor activity against human prostate carcinoma DU145 cells
CHEMBL614151,None,J. Med. Chem.,2002,351850,IC50,DACTINOMYCIN,CRL-7065 cell line,CHEMBL653613,BAO_0000219,8.15,Antitumor activity against human foreskin fibroblasts CRL7065 cells
CHEMBL612558,None,J. Med. Chem.,2002,351854,IC50,DACTINOMYCIN,ADMET,CHEMBL700543,BAO_0000219,8.3,Compound concentration required to reduce the cell proliferation of Wild type and Drug- resistant human nasopharyngeal carcinoma KB cells by 50%
CHEMBL612558,None,J. Med. Chem.,2002,351855,IC50,DACTINOMYCIN,ADMET,CHEMBL702225,BAO_0000019,6.7,Compound concentration required to reduce the cell proliferation of Wild type and Drug- resistant KB subclones passaged in the presence of doxorubicin 0.09 uM by 50%
CHEMBL612558,None,J. Med. Chem.,2002,351856,IC50,DACTINOMYCIN,ADMET,CHEMBL700544,BAO_0000019,6.7,Compound concentration required to reduce the cell proliferation of Wild type and drug-resistant KB subclones passaged in the presence of etoposide 7 uM by 50%
CHEMBL612558,None,J. Med. Chem.,2002,351857,IC50,DACTINOMYCIN,ADMET,CHEMBL705969,BAO_0000019,7.3,Effect on the proliferation Wild -type and Drug- resistant KB subclones passaged uM
CHEMBL398,Homo sapiens,J. Med. Chem.,2004,578346,IC50,DACTINOMYCIN,KB,CHEMBL702198,BAO_0000219,8.4,Concentration required to reduce proliferation of KB human nasopharyngeal carcinoma (KBWT) cell line by 50% as determined by the MTT method
CHEMBL398,Homo sapiens,J. Med. Chem.,2004,578347,IC50,DACTINOMYCIN,KB,CHEMBL701391,BAO_0000219,6.7,Concentration required to reduce proliferation of KB subclones passaged in the presence of doxorubicin 0.09 uM (KBMDR) cell line by 50% as determined by the MTT method
CHEMBL398,Homo sapiens,J. Med. Chem.,2004,578348,IC50,DACTINOMYCIN,KB,CHEMBL703879,BAO_0000219,6.7,Concentration required to reduce proliferation of KB subclones passaged in the presence of etoposide 7 uM (KB7D) cell line by 50% as determined by the MTT method
CHEMBL398,Homo sapiens,J. Med. Chem.,2004,578349,IC50,DACTINOMYCIN,KB,CHEMBL703880,BAO_0000219,7.3,Concentration required to reduce proliferation of KB subclones passaged in the presence of vincristine 0.02 uM (KB7D) cell line by 50% as determined by the MTT method
CHEMBL372,Homo sapiens,J. Med. Chem.,2000,874605,IC50,DACTINOMYCIN,Homo sapiens,CHEMBL823293,BAO_0000218,8.35,Inhibitory concentration was evaluated on human Jurkat T-cells after their exposure for 48 hours
CHEMBL397,Homo sapiens,J. Med. Chem.,1999,955101,IC50,DACTINOMYCIN,Jurkat,CHEMBL704799,BAO_0000219,8.35,Inhibitory concentration against Human Jurkat T cells
CHEMBL4830,Mus musculus,Bioorg. Med. Chem. Lett.,2000,1007095,IC50,DACTINOMYCIN,Growth factor receptor-bound protein 2,CHEMBL686439,BAO_0000219,5.3,In vitro binding assay of Shc-derived phosphopeptide to Growth factor receptor bound protein 2 SH2 in B104-1-1 cells was determined
CHEMBL382,Homo sapiens,J. Med. Chem.,2003,1048835,IC50,DACTINOMYCIN,CCRF-CEM,CHEMBL656072,BAO_0000219,5.8,Cytotoxicity in human leukemic CCRF-CEM cells.
CHEMBL386,Mus musculus,J. Med. Chem.,1988,1076048,IC50,DACTINOMYCIN,L1210,CHEMBL702137,BAO_0000219,6.42,"Inhibition of synthesis of [methyl-14C] thymidine into DNA, in L1210 cells."
