target_chembl_id,target_organism,document_journal,document_year,activity_id,standard_type,molecule_pref_name,target_pref_name,assay_chembl_id,bao_format,pchembl_value,assay_description
CHEMBL1974,Homo sapiens,Bioorg. Med. Chem. Lett.,2011,5203002,IC50,None,Tyrosine-protein kinase receptor FLT3,CHEMBL1670772,BAO_0000219,8.31,Inhibition of human recombinant FLT-3 kinase expressed in insect cells after 90 mins
CHEMBL3385,Homo sapiens,Bioorg. Med. Chem. Lett.,2011,5203006,IC50,None,MAP kinase ERK1,CHEMBL1670768,BAO_0000019,5.85,Inhibition of human recombinant ERK1 expressed in E.coli after 30 mins
CHEMBL1868,Homo sapiens,Bioorg. Med. Chem. Lett.,2011,5203009,IC50,None,Vascular endothelial growth factor receptor 1,CHEMBL1670771,BAO_0000219,7.92,Inhibition of human recombinant VEGFR1 expressed in Sf9 cells after 10 mins
CHEMBL1913,Homo sapiens,Bioorg. Med. Chem. Lett.,2011,5203018,IC50,None,Platelet-derived growth factor receptor beta,CHEMBL1670766,BAO_0000219,7.39,Inhibition of human recombinant PDGFRbeta expressed in insect cells after 30 mins
CHEMBL4040,Homo sapiens,Bioorg. Med. Chem. Lett.,2011,5203037,IC50,None,MAP kinase ERK2,CHEMBL1670770,BAO_0000019,5.89,Inhibition of human recombinant ERK2 expressed in E.coli after 15 mins
CHEMBL1936,Homo sapiens,Bioorg. Med. Chem. Lett.,2011,5203039,IC50,None,Stem cell growth factor receptor,CHEMBL1670767,BAO_0000357,8.02,Inhibition of human recombinant c-kit kinase in cell free system after 30 mins
CHEMBL2007,Homo sapiens,Bioorg. Med. Chem. Lett.,2011,5203043,IC50,None,Platelet-derived growth factor receptor alpha,CHEMBL1670765,BAO_0000357,9.62,Inhibition of human recombinant PDGFRalpha in cell free system after 60 mins
CHEMBL1955,Homo sapiens,Bioorg. Med. Chem. Lett.,2011,5203054,IC50,None,Vascular endothelial growth factor receptor 3,CHEMBL1670830,BAO_0000357,9.3,Inhibition of human recombinant VEGFR3 in cell free system after 90 mins
CHEMBL2850,Homo sapiens,Bioorg. Med. Chem. Lett.,2011,5203065,IC50,None,Glycogen synthase kinase-3 alpha,CHEMBL1670831,BAO_0000357,5.72,Inhibition of human recombinant GSK3alpha in cell free system after 60 mins
CHEMBL262,Homo sapiens,Bioorg. Med. Chem. Lett.,2011,5203068,IC50,None,Glycogen synthase kinase-3 beta,CHEMBL1670832,BAO_0000357,4.75,Inhibition of human recombinant GSK3-beta in cell free system after 90 mins
CHEMBL279,Homo sapiens,Bioorg. Med. Chem. Lett.,2011,5203070,IC50,None,Vascular endothelial growth factor receptor 2,CHEMBL1670833,BAO_0000219,9.31,Inhibition of human recombinant VEGFR2 expressed in Sf9 cells after 60 mins
CHEMBL3587,Homo sapiens,Bioorg. Med. Chem. Lett.,2011,5203080,IC50,None,Dual specificity mitogen-activated protein kinase kinase 1,CHEMBL1670834,BAO_0000219,8.7,Inhibition of human recombinant MEK1 expressed in insect cells after 20 mins
CHEMBL397,Homo sapiens,Bioorg. Med. Chem. Lett.,2011,5203109,IC50,None,Jurkat,CHEMBL1670835,BAO_0000219,5.16,Antiproliferative activity against human Jurkat cells after 24 hrs by celltiter glo assay
CHEMBL397,Homo sapiens,Bioorg. Med. Chem. Lett.,2011,5203110,IC50,None,Jurkat,CHEMBL1670836,BAO_0000219,5.26,Antiproliferative activity against human Jurkat cells after 48 hrs by celltiter glo assay
