target_chembl_id,target_organism,document_journal,document_year,activity_id,standard_type,molecule_pref_name,target_pref_name,assay_chembl_id,bao_format,pchembl_value,assay_description
CHEMBL1293227,Homo sapiens,None,None,3607238,Potency,None,Ubiquitin carboxyl-terminal hydrolase 2,CHEMBL1614474,BAO_0000019,6.3,
CHEMBL1293236,Homo sapiens,None,None,3685009,Potency,None,ATP-dependent DNA helicase Q1,CHEMBL1613829,BAO_0000019,6.4,
CHEMBL1293226,Homo sapiens,None,None,3735544,Potency,None,Lysine-specific demethylase 4D-like,CHEMBL1613914,BAO_0000019,6.25,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of Human Jumonji Domain Containing 2E (JMJD2E). (Class of assay: confirmatory) 
CHEMBL1293299,Homo sapiens,None,None,3785643,Potency,None,Histone-lysine N-methyltransferase MLL,CHEMBL1614410,BAO_0000019,4.2,PUBCHEM_BIOASSAY: qHTS Fluorescence Polarization Assay for Inhibitors of MLL CXXC domain - DNA interaction. (Class of assay: confirmatory) [Related pubchem assays: 2698 (Summary assay.)]
CHEMBL361,Saccharomyces cerevisiae,None,None,3809454,Potency,None,Saccharomyces cerevisiae,CHEMBL1614414,BAO_0000218,4.45,PUBCHEM_BIOASSAY: qHTS Assay for Small Molecule Inhibitors of Mitochondrial Division or Activators of Mitochondrial Fusion. (Class of assay: confirmatory) 
CHEMBL1075138,Homo sapiens,None,None,3950079,Potency,None,Tyrosyl-DNA phosphodiesterase 1,CHEMBL1614364,BAO_0000357,6.85,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of Tyrosyl-DNA Phosphodiesterase (TDP1). (Class of assay: confirmatory) 
CHEMBL1293224,Homo sapiens,None,None,3964040,Potency,None,Microtubule-associated protein tau,CHEMBL1614502,BAO_0000019,4.95,
CHEMBL1293224,Homo sapiens,None,None,4058189,Potency,None,Microtubule-associated protein tau,CHEMBL1614421,BAO_0000357,5.1,"PUBCHEM_BIOASSAY: qHTS for Inhibitors of Tau Fibril Formation, Thioflavin T Binding. (Class of assay: confirmatory) [Related pubchem assays: 596 ]"
CHEMBL6110,Schistosoma mansoni,None,None,4331951,Potency,None,Thioredoxin glutathione reductase,CHEMBL1614161,BAO_0000019,4.8,
CHEMBL1293248,Bacillus subtilis,None,None,4396259,Potency,None,4'-phosphopantetheinyl transferase ffp,CHEMBL1614174,BAO_0000019,5.45,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of Bacillus subtilis Sfp phosphopantetheinyl transferase (PPTase). (Class of assay: confirmatory) 
CHEMBL1293224,Homo sapiens,None,None,4527937,Potency,None,Microtubule-associated protein tau,CHEMBL1614250,BAO_0000019,4.9,"PUBCHEM_BIOASSAY: qHTS for Inhibitors of Tau Fibril Formation, Fluorescence Polarization. (Class of assay: confirmatory) [Related pubchem assays: 596 ]"
CHEMBL1293234,Giardia intestinalis,None,None,4602303,Potency,None,"Putative fructose-1,6-bisphosphate aldolase",CHEMBL1614275,BAO_0000019,5.4,"PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of Fructose-1,6-bisphosphate Aldolase from Giardia Lamblia. (Class of assay: confirmatory) [Related pubchem assays: 2472, 2464 ]"
CHEMBL4361,Homo sapiens,None,None,4734117,IC50,None,Induced myeloid leukemia cell differentiation protein Mcl-1,CHEMBL1614529,BAO_0000019,5.81,PUBCHEM_BIOASSAY: Dose Response Confirmation for Mcl-1/Noxa Interaction Inhibitors. (Class of assay: confirmatory) [Related pubchem assays: 1022 (Primary screen preceding this dose-response assay.)]
CHEMBL4040,Homo sapiens,None,None,4737922,Potency,None,MAP kinase ERK2,CHEMBL1614521,BAO_0000019,4.9,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of the ERK Signaling Pathway using a Homogeneous Screening Assay; Stimulation with EGF. (Class of assay: confirmatory) [Related pubchem assays: 995 ]
CHEMBL1293237,Homo sapiens,None,None,4886064,Potency,None,Bloom syndrome protein,CHEMBL1614067,BAO_0000019,6.15,
CHEMBL2608,Homo sapiens,None,None,4910597,Potency,None,Lysosomal alpha-glucosidase,CHEMBL1614076,BAO_0000019,5.85,"PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Activators of Human alpha-Glucosidase Cleavage of Glycogen. (Class of assay: confirmatory) [Related pubchem assays: 1473, 1466 ]"
CHEMBL2392,Homo sapiens,None,None,5015602,Potency,None,DNA polymerase beta,CHEMBL1614079,BAO_0000019,6.8,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of DNA Polymerase Beta. (Class of assay: confirmatory) 
