target_chembl_id,target_organism,document_journal,document_year,activity_id,standard_type,molecule_pref_name,target_pref_name,assay_chembl_id,bao_format,pchembl_value,assay_description
CHEMBL2996,Homo sapiens,J. Med. Chem.,2009,2623638,Ki,BRYOSTATIN,Protein kinase C delta,CHEMBL999750,BAO_0000219,9.36,Displacement of [3H]PDBu from human recombinant PKCdelta expressed in Sf9 cells by liquid scintillation counting
CHEMBL612545,None,Bioorg. Med. Chem. Lett.,2012,10896652,Ki,BRYOSTATIN,Unchecked,CHEMBL2033843,BAO_0000019,8.87,Binding affinity to PKC
CHEMBL1075435,Homo sapiens,None,None,13201857,IC50,BRYOSTATIN,DOK,CHEMBL2363186,BAO_0000219,6.33,SANGER: Inhibition of human DOK cell growth in a cell viability assay.
CHEMBL2366079,Homo sapiens,None,None,13201996,IC50,BRYOSTATIN,DSH1,CHEMBL2363187,BAO_0000219,7.11,SANGER: Inhibition of human DSH1 cell growth in a cell viability assay.
CHEMBL1075437,Homo sapiens,None,None,13202128,IC50,BRYOSTATIN,DV-90,CHEMBL2363190,BAO_0000219,6.09,SANGER: Inhibition of human DV-90 cell growth in a cell viability assay.
CHEMBL612519,Homo sapiens,None,None,13202166,IC50,BRYOSTATIN,Daoy,CHEMBL2363191,BAO_0000219,7.23,SANGER: Inhibition of human Daoy cell growth in a cell viability assay.
CHEMBL613508,Homo sapiens,None,None,13202332,IC50,BRYOSTATIN,DU-145,CHEMBL2363188,BAO_0000219,7.1,SANGER: Inhibition of human DU-145 cell growth in a cell viability assay.
CHEMBL2366246,Homo sapiens,None,None,13202471,IC50,BRYOSTATIN,DU-4475,CHEMBL2363189,BAO_0000219,7.51,SANGER: Inhibition of human DU-4475 cell growth in a cell viability assay.
CHEMBL2366258,Homo sapiens,None,None,13202551,IC50,BRYOSTATIN,EHEB,CHEMBL2363206,BAO_0000219,5.86,SANGER: Inhibition of human EHEB cell growth in a cell viability assay.
CHEMBL614487,Homo sapiens,None,None,13202629,IC50,BRYOSTATIN,EKVX,CHEMBL2363207,BAO_0000219,7.34,SANGER: Inhibition of human EKVX cell growth in a cell viability assay.
CHEMBL2366281,Homo sapiens,None,None,13202767,IC50,BRYOSTATIN,EM-2,CHEMBL2363208,BAO_0000219,6.41,SANGER: Inhibition of human EM-2 cell growth in a cell viability assay.
