target_chembl_id,target_organism,document_journal,document_year,activity_id,standard_type,molecule_pref_name,target_pref_name,assay_chembl_id,bao_format,pchembl_value,assay_description
CHEMBL612545,None,ACS Med. Chem. Lett.,2011,5220424,Ki,None,Unchecked,CHEMBL1681605,BAO_0000019,10.7,Inhibition of HCV NS3/4A protease expressed Escherichia coli after 1 hr by time-resolved fluorescence assay
CHEMBL379,Hepatitis C virus,ACS Med. Chem. Lett.,2011,5220493,IC50,None,Hepatitis C virus,CHEMBL1679049,BAO_0000218,8.4,Antiviral activity against HCV1b con1 infected in human HuH7 cells assessed as inhibition of viral replication after 24 hrs in presence of 10% fetal bovine serum
CHEMBL379,Hepatitis C virus,ACS Med. Chem. Lett.,2011,5220516,IC50,None,Hepatitis C virus,CHEMBL1679050,BAO_0000218,7.96,Antiviral activity against HCV1b con1 infected in human HuH7 cells assessed as inhibition of viral replication after 24 hrs in presence of 50% normal human serum
CHEMBL379,Hepatitis C virus,ACS Med. Chem. Lett.,2011,5220519,IC50,None,Hepatitis C virus,CHEMBL1681608,BAO_0000218,8.3,Antiviral activity against HCV2a infected in human HuH7 cells assessed as inhibition of viral replication after 24 hrs in presence of 10% fetal bovine serum
CHEMBL612545,None,ACS Med. Chem. Lett.,2012,10978335,Ki,None,Unchecked,CHEMBL2065351,BAO_0000019,10.05,Inhibition of Hepatitis C virus (isolate BK) genotype 1b NS3/4a protease expressed in Escherichia coli by time-resolved fluorescence analysis
CHEMBL612545,None,ACS Med. Chem. Lett.,2012,10978350,Ki,None,Unchecked,CHEMBL2065352,BAO_0000019,7.16,Inhibition of Hepatitis C virus (isolate NZL1) genotype 3a NS3/4a protease expressed in Escherichia coli by time-resolved fluorescence analysis
CHEMBL612545,None,ACS Med. Chem. Lett.,2012,10978373,Ki,None,Unchecked,CHEMBL2065354,BAO_0000019,7.82,Inhibition of Hepatitis C virus (isolate BK) genotype 1b NS3/4a protease R155K mutant expressed in Escherichia coli by time-resolved fluorescence analysis
CHEMBL612545,None,ACS Med. Chem. Lett.,2012,10978381,Ki,None,Unchecked,CHEMBL2065355,BAO_0000019,6.27,Inhibition of Hepatitis C virus (isolate BK) genotype 1b NS3/4a protease A156T mutant expressed in Escherichia coli by time-resolved fluorescence analysis
CHEMBL612545,None,ACS Med. Chem. Lett.,2012,10979602,Ki,None,Unchecked,CHEMBL2065356,BAO_0000019,6.1,Inhibition of Hepatitis C virus (isolate BK) genotype 1b NS3/4a protease A156V mutant expressed in Escherichia coli by time-resolved fluorescence analysis
CHEMBL612545,None,ACS Med. Chem. Lett.,2012,10979610,Ki,None,Unchecked,CHEMBL2065357,BAO_0000019,7.57,Inhibition of Hepatitis C virus (isolate BK) genotype 1b NS3/4a protease D168V mutant expressed in Escherichia coli by time-resolved fluorescence analysis
CHEMBL379,Hepatitis C virus,ACS Med. Chem. Lett.,2012,10979634,IC50,None,Hepatitis C virus,CHEMBL2065365,BAO_0000218,7.96,Antiviral activity against Hepatitis C virus (isolate Con1) genotype 1b infected in human HuH7 cells assessed as inhibition of viral replication after 24 hrs in presence of 50% NHS
