target_chembl_id,target_organism,document_journal,document_year,activity_id,standard_type,molecule_pref_name,target_pref_name,assay_chembl_id,bao_format,pchembl_value,assay_description
CHEMBL1902,Homo sapiens,Bioorg. Med. Chem. Lett.,1995,188123,Kd,TACROLIMUS,FK506-binding protein 1A,CHEMBL857594,BAO_0000357,9.7,Binding affinity to FK506 binding protein 12 was determined
CHEMBL4445,Homo sapiens,Bioorg. Med. Chem. Lett.,1995,188124,Kd,TACROLIMUS,"Serine/threonine protein phosphatase 2B catalytic subunit, alpha isoform",CHEMBL655821,BAO_0000357,7.7,"Binding affinity to protein phosphatase, calcineurin (CN) was determined"
CHEMBL612545,None,J. Med. Chem.,2002,224698,IC50,TACROLIMUS,Unchecked,CHEMBL799069,BAO_0000019,9.3,Exogenous inhibition concentration of Serine/threonine protein phosphatase 2B (PP2B)
CHEMBL612545,None,Bioorg. Med. Chem. Lett.,1994,258745,IC50,TACROLIMUS,Unchecked,CHEMBL844731,BAO_0000019,9.0,Immunosuppressant-like activity in an in vitro splenocyte mitogenesis assay at concentration up to 10 uM
CHEMBL375,Mus musculus,Bioorg. Med. Chem. Lett.,1999,378183,IC50,TACROLIMUS,Mus musculus,CHEMBL748461,BAO_0000218,9.7,The compound was tested for its inhibitory activity against T-cell proliferation using murine splenic T-cells
CHEMBL1902,Homo sapiens,Bioorg. Med. Chem. Lett.,1999,378184,EC50,TACROLIMUS,FK506-binding protein 1A,CHEMBL678139,BAO_0000357,9.05,Effective concentration against FK506 binding protein 12 using [3H]-dihydro FK-506
CHEMBL4445,Homo sapiens,Bioorg. Med. Chem. Lett.,1999,378185,IC50,TACROLIMUS,"Serine/threonine protein phosphatase 2B catalytic subunit, alpha isoform",CHEMBL653180,BAO_0000357,7.83,Inhibitory activity against Calcineurin (CaN phosphatase)
CHEMBL612545,None,Bioorg. Med. Chem. Lett.,1998,625090,IC50,TACROLIMUS,Unchecked,CHEMBL677251,BAO_0000019,8.6,Compound was tested in vitro for inhibitory activity against human FK506 binding protein
CHEMBL372,Homo sapiens,Bioorg. Med. Chem. Lett.,1998,625091,IC50,TACROLIMUS,Homo sapiens,CHEMBL701819,BAO_0000218,9.43,Compound was tested in vitro for inhibition of human mixed lymphocyte proliferation (HuMLR)
CHEMBL612545,None,J. Med. Chem.,1999,658629,IC50,TACROLIMUS,Unchecked,CHEMBL653181,BAO_0000019,7.96,Inhibition of calcineurin phosphatase activity by the compound
CHEMBL612545,None,J. Med. Chem.,1999,658632,IC50,TACROLIMUS,Unchecked,CHEMBL677256,BAO_0000019,9.41,Relative binding affinity of compound for FK506 binding protein (FKBP)
CHEMBL375,Mus musculus,Bioorg. Med. Chem. Lett.,1994,664451,IC50,TACROLIMUS,Mus musculus,CHEMBL812194,BAO_0000218,9.54,In vitro immunosuppressive activity against proliferation of antigen stimulated murine splenic T cells
CHEMBL614309,None,Bioorg. Med. Chem. Lett.,1993,681076,IC50,TACROLIMUS,T-cells,CHEMBL812192,BAO_0000219,9.74,Agonistic activity in a murine splenic T-cell proliferation assay was calculated by measurement of [3H]thymidine uptake relative to control
CHEMBL1902,Homo sapiens,J. Med. Chem.,1998,724502,IC50,TACROLIMUS,FK506-binding protein 1A,CHEMBL678141,BAO_0000357,8.6,Inhibitory binding activity against human Immunophilin-FK-506 binding protein 12
CHEMBL372,Homo sapiens,J. Med. Chem.,1998,724503,IC50,TACROLIMUS,Homo sapiens,CHEMBL701818,BAO_0000218,9.32,Inhibition of human mixed lymphocyte response (MLR)
CHEMBL2842,Homo sapiens,Bioorg. Med. Chem. Lett.,2000,873240,IC50,TACROLIMUS,Serine/threonine-protein kinase mTOR,CHEMBL677281,BAO_0000357,8.5,The inhibitory activity by using FK506 binding protein 12 SPA binding assay
CHEMBL614309,None,J. Med. Chem.,1995,975302,IC50,TACROLIMUS,T-cells,CHEMBL813831,BAO_0000219,9.05,In vitro inhibitory activity against human T-cell production of lymphokine IL-2
CHEMBL614309,None,J. Med. Chem.,1995,975303,IC50,TACROLIMUS,T-cells,CHEMBL879430,BAO_0000219,9.3,In vitro inhibitory activity against human T-cell proliferation.
CHEMBL1902,Homo sapiens,J. Med. Chem.,1998,1007850,Ki,TACROLIMUS,FK506-binding protein 1A,CHEMBL678143,BAO_0000357,9.4,Compound was tested for its ability to inhibit FK506 binding protein 12 rotamase activity
CHEMBL1902,Homo sapiens,J. Med. Chem.,1999,1086804,IC50,TACROLIMUS,FK506-binding protein 1A,CHEMBL678142,BAO_0000357,8.64,The compound was tested for binding affinity against human FK506 binding protein 12
CHEMBL372,Homo sapiens,J. Med. Chem.,1999,1086805,IC50,TACROLIMUS,Homo sapiens,CHEMBL809692,BAO_0000218,9.64,Immunosuppressive activity examined in an in vitro model of allogenic T-lymphocyte activation (by MLR assay)
CHEMBL614309,None,Bioorg. Med. Chem. Lett.,1994,1154836,IC50,TACROLIMUS,T-cells,CHEMBL812376,BAO_0000219,9.54,In vitro evaluation for immunosuppressive activity against proliferation of antigen stimulated murine splenic T cells
CHEMBL1902,Homo sapiens,Bioorg. Med. Chem. Lett.,1993,1194515,Kd,TACROLIMUS,FK506-binding protein 1A,CHEMBL677276,BAO_0000357,9.7,The compound was evaluated for its affinity to the binding domain of immunophilin FK506 binding protein 12
CHEMBL1902,Homo sapiens,J. Med. Chem.,1981,1288526,IC50,TACROLIMUS,FK506-binding protein 1A,CHEMBL678156,BAO_0000357,6.0,Binding affinity towards recombinant FK506 binding protein 12 to determine the FKBP binding property of the compound
CHEMBL612545,None,J. Med. Chem.,2004,1468051,IC50,TACROLIMUS,Unchecked,CHEMBL830891,BAO_0000219,9.72,Inhibitory activity against IL-2 receptor in human T-cell jurkat cell line stimulated by phytohemagglutininin and phorbol myristate acetate
CHEMBL613107,Homo sapiens,J. Med. Chem.,2004,1468056,IC50,TACROLIMUS,PBMC,CHEMBL832410,BAO_0000219,9.54,Inhibitory activity against murine mixed lymphocyte reaction
CHEMBL612558,None,J. Med. Chem.,2004,1468057,IC50,TACROLIMUS,ADMET,CHEMBL834788,BAO_0000019,9.74,Inhibitory activity against PPD-induced proliferation of human peripheral blood mononuclear cell (HPBMNC)
CHEMBL612558,None,J. Med. Chem.,2004,1468058,IC50,TACROLIMUS,ADMET,CHEMBL836806,BAO_0000219,10.22,Inhibitory activity against IL-5 production (Anti-CD3 monoclonal antibody stimulated and cultured CD4 positive cells purified from human peripheral blood mononuclear cell)
CHEMBL612558,None,J. Med. Chem.,2004,1468059,IC50,TACROLIMUS,ADMET,CHEMBL836808,BAO_0000219,10.22,Inhibitory activity against IFN-gamma production (Anti-CD3 monoclonal antibody stimulated and cultured CD4 positive cells purified from human peripheral blood mononuclear cell)
CHEMBL2842,Homo sapiens,J. Med. Chem.,2004,1468060,IC50,TACROLIMUS,Serine/threonine-protein kinase mTOR,CHEMBL829473,BAO_0000357,9.02,Inhibitory activity against macrophilin (FKBP-12)
CHEMBL612545,None,J. Med. Chem.,2004,1468061,Ki,TACROLIMUS,Unchecked,CHEMBL827148,BAO_0000019,7.46,Inhibitory activity against calcineurin phosphatase
CHEMBL614632,Rattus norvegicus,Bioorg. Med. Chem. Lett.,2006,1794938,IC50,TACROLIMUS,RBL-2H3,CHEMBL907005,BAO_0000219,9.6,Inhibition of DNP7-BSA antigen-induced TNFalpha release in rat RBL-2H3 cells
CHEMBL612545,None,J. Med. Chem.,2007,2008683,IC50,TACROLIMUS,Unchecked,CHEMBL902653,BAO_0000019,5.65,Inhibition of testosterone 6-hydroxylase
CHEMBL1250378,Homo sapiens,Nat. Chem. Biol.,2007,3441228,IC50,TACROLIMUS,Splicing factor 3B subunit 3,CHEMBL1243914,BAO_0000219,7.86,Inhibition of SAP130 in VEGF-stimulated human U251 cells by PLAP reporter gene assay
CHEMBL1250378,Homo sapiens,Nat. Chem. Biol.,2007,3441240,IC50,TACROLIMUS,Splicing factor 3B subunit 3,CHEMBL1243677,BAO_0000219,7.96,Inhibition of SAP130 mediated cell growth in human WiDr cells
CHEMBL1293254,Equus caballus,None,None,4463248,Potency,TACROLIMUS,Ferritin light chain,CHEMBL1614249,BAO_0000357,4.5,
CHEMBL1293254,Equus caballus,None,None,4477746,Potency,TACROLIMUS,Ferritin light chain,CHEMBL1614249,BAO_0000357,4.8,
CHEMBL1293231,Mus musculus,None,None,4762398,Potency,TACROLIMUS,Nuclear receptor ROR-gamma,CHEMBL1614087,BAO_0000019,4.95,PUBCHEM_BIOASSAY: qHTS for inhibitors of ROR gamma transcriptional activity. (Class of assay: confirmatory) 
CHEMBL612545,None,Pharmacology and Therapeutics,2005,7566911,Ki,TACROLIMUS,Unchecked,CHEMBL1908143,BAO_0000251,7.48,Inhibition of mycophenolic acid glucuronidation by human kidney microsomes
CHEMBL340,Homo sapiens,None,None,7797470,IC50,TACROLIMUS,Cytochrome P450 3A4,CHEMBL1909138,BAO_0000219,6.0,"DRUGMATRIX: CYP450, 3A4 enzyme inhibition (substrate: 7-Benzyloxy-4-(trifluoromethyl)-coumarin)"
CHEMBL614632,Rattus norvegicus,Bioorg. Med. Chem. Lett.,2012,10844668,IC50,TACROLIMUS,RBL-2H3,CHEMBL2014888,BAO_0000219,9.6,Antiinflammatory activity in rat RBL2H3 cells assessed as inhibition of DNP-BSA-induced TNF-alpha production preincubated for 15 mins prior DNP-BSA challenge measured after 30 mins by ELISA
CHEMBL1697668,Homo sapiens,Naunyn Schmiedebergs Arch. Pharmacol.,2003,11001417,IC50,TACROLIMUS,Solute carrier organic anion transporter family member 1B1,CHEMBL2077073,BAO_0000219,5.43,TP_TRANSPORTER: inhibition of Phalloidin uptake (Phalloidin: 1 uM) in OATP-C-expressing HEK293 cells
CHEMBL2052031,Homo sapiens,J. Med. Chem.,2013,12726905,Ki,TACROLIMUS,Peptidyl-prolyl cis-trans isomerase FKBP5,CHEMBL2351899,BAO_0000357,7.1,Binding affinity to human FKBP51 by competitive fluorescence polarization assay
CHEMBL614632,Rattus norvegicus,Bioorg. Med. Chem. Lett.,2013,13397025,IC50,TACROLIMUS,RBL-2H3,CHEMBL2412083,BAO_0000219,9.6,Inhibition of TNF-alpha production in rat RBL2H3 cells after 16 hrs by ELISA
CHEMBL612545,None,MedChemComm,2013,13970185,IC50,TACROLIMUS,Unchecked,CHEMBL3134683,BAO_0000219,10.25,Inhibition of calcineurin in human Jurkat cells assessed as inhibition of NFAT-mediated IL-2 production after 8 hrs by beta-lactamase reporter gene assay
CHEMBL2430,Homo sapiens,J. Med. Chem.,2014,15049580,Kd,TACROLIMUS,FK506-binding protein 1B,CHEMBL3369573,BAO_0000357,9.4,Binding affinity to FKBP12 (unknown origin) by NMR analysis
CHEMBL612558,None,Drug Metab. Dispos.,2012,15464649,Ki,TACROLIMUS,ADMET,CHEMBL3541089,BAO_0000019,6.44,Competitive inhibition of CYP3A in human liver microsomes
CHEMBL3019,Homo sapiens,Drug Metab. Dispos.,2012,15464652,Ki,TACROLIMUS,Cytochrome P450 3A5,CHEMBL3541084,BAO_0000019,5.57,Reversible competitive inhibition of human CYP3A5-mediated 1'-OH midazolam formation in human liver microsomes after 7.5 mins by nonlinear regression study
CHEMBL340,Homo sapiens,Drug Metab. Dispos.,2012,15464653,IC50,TACROLIMUS,Cytochrome P450 3A4,CHEMBL3541083,BAO_0000019,6.92,Inhibition of human CYP3A4 expressed in supersomes assessed inhibition of 1'-OH midazolam formation preincubated with compound before substrate addition by LC-MS method
CHEMBL340,Homo sapiens,Drug Metab. Dispos.,2012,15464654,IC50,TACROLIMUS,Cytochrome P450 3A4,CHEMBL3541082,BAO_0000019,6.21,Inhibition of human CYP3A4 expressed in supersomes assessed inhibition of 1'-OH midazolam formation by LC-MS method
CHEMBL3019,Homo sapiens,Drug Metab. Dispos.,2012,15464659,IC50,TACROLIMUS,Cytochrome P450 3A5,CHEMBL3540825,BAO_0000019,6.85,Inhibition of human CYP3A5 expressed in supersomes assessed inhibition of 1'-OH midazolam formation preincubated with compound before substrate addition by LC-MS method
CHEMBL3019,Homo sapiens,Drug Metab. Dispos.,2012,15464660,IC50,TACROLIMUS,Cytochrome P450 3A5,CHEMBL3540824,BAO_0000019,6.2,Inhibition of human CYP3A5 expressed in supersomes assessed inhibition of 1'-OH midazolam formation by LC-MS method
CHEMBL612558,None,Drug Metab. Dispos.,2012,15464661,Ki,TACROLIMUS,ADMET,CHEMBL3531040,BAO_0000019,6.21,Reversible competitive inhibition of CYP3A-mediated 1'-OH midazolam formation in human liver microsomes after 7.5 mins by nonlinear regression study
CHEMBL340,Homo sapiens,Drug Metab. Dispos.,2012,15464662,Ki,TACROLIMUS,Cytochrome P450 3A4,CHEMBL3531039,BAO_0000019,5.58,Reversible competitive inhibition of human CYP3A4-mediated 1'-OH midazolam formation in human liver microsomes after 7.5 mins by nonlinear regression study
CHEMBL612558,None,Drug Metab. Dispos.,2012,15464663,IC50,TACROLIMUS,ADMET,CHEMBL3531038,BAO_0000019,6.13,Inhibition of CYP3A-mediated 1'-OH midazolam formation in human liver microsomes preincubated for 15 mins before substrate addition by LC-MS method
CHEMBL612558,None,Drug Metab. Dispos.,2012,15464664,IC50,TACROLIMUS,ADMET,CHEMBL3531037,BAO_0000019,6.03,Inhibition of CYP3A-mediated 1'-OH midazolam formation in human liver microsomes after 7.5 mins by LC-MS method
CHEMBL3401,Homo sapiens,Drug Metab. Dispos.,2011,15465508,EC50,TACROLIMUS,Pregnane X receptor,CHEMBL3531878,BAO_0000357,5.3,Competitive binding affinity to human PXR LBD (111 to 434) by TR-FRET assay
CHEMBL2052031,Homo sapiens,J. Med. Chem.,2016,16556235,Ki,TACROLIMUS,Peptidyl-prolyl cis-trans isomerase FKBP5,CHEMBL3795202,BAO_0000357,7.1,Binding affinity to FKBP51 (unknown origin) by competitive fluorescence polarization assay
