target_chembl_id,target_organism,document_journal,document_year,activity_id,standard_type,molecule_pref_name,target_pref_name,assay_chembl_id,bao_format,pchembl_value,assay_description
CHEMBL361,Saccharomyces cerevisiae,None,None,3805675,Potency,None,Saccharomyces cerevisiae,CHEMBL1614414,BAO_0000218,4.9,PUBCHEM_BIOASSAY: qHTS Assay for Small Molecule Inhibitors of Mitochondrial Division or Activators of Mitochondrial Fusion. (Class of assay: confirmatory) 
CHEMBL1615322,Homo sapiens,None,None,3820709,Potency,None,microRNA 21,CHEMBL1613836,BAO_0000019,5.13,PUBCHEM_BIOASSAY: qHTS Assay for Modulators of miRNAs and/or Activators of miR-21. (Class of assay: confirmatory) 
CHEMBL1293294,Homo sapiens,None,None,3833097,Potency,None,Ras-related protein Rab-9A,CHEMBL1613838,BAO_0000019,5.5,PUBCHEM_BIOASSAY: qHTS Assay for Rab9 Promoter Activators. (Class of assay: confirmatory) 
CHEMBL1293224,Homo sapiens,None,None,4010080,Potency,None,Microtubule-associated protein tau,CHEMBL1614421,BAO_0000357,5.05,"PUBCHEM_BIOASSAY: qHTS for Inhibitors of Tau Fibril Formation, Thioflavin T Binding. (Class of assay: confirmatory) [Related pubchem assays: 596 ]"
CHEMBL1293231,Mus musculus,None,None,4070899,Potency,None,Nuclear receptor ROR-gamma,CHEMBL1614441,BAO_0000019,4.65,PUBCHEM_BIOASSAY: VP16 counterscreen qHTS for inhibitors of ROR gamma transcriptional activity. (Class of assay: confirmatory) 
CHEMBL612545,None,None,None,4211154,Potency,None,Unchecked,CHEMBL1614459,BAO_0000019,4.49,PUBCHEM_BIOASSAY: qHTS Assay for Lipid Storage Modulators in Drosophila S3 Cells. (Class of assay: confirmatory) 
CHEMBL6110,Schistosoma mansoni,None,None,4307867,Potency,None,Thioredoxin glutathione reductase,CHEMBL1614161,BAO_0000019,5.1,
CHEMBL1293234,Giardia intestinalis,None,None,4589183,Potency,None,"Putative fructose-1,6-bisphosphate aldolase",CHEMBL1614275,BAO_0000019,4.8,"PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of Fructose-1,6-bisphosphate Aldolase from Giardia Lamblia. (Class of assay: confirmatory) [Related pubchem assays: 2472, 2464 ]"
CHEMBL1293277,Homo sapiens,None,None,4748264,Potency,None,Niemann-Pick C1 protein,CHEMBL1614342,BAO_0000019,5.5,PUBCHEM_BIOASSAY: qHTS Assay for NPC1 Promoter Activators. (Class of assay: confirmatory) 
CHEMBL1293231,Mus musculus,None,None,4809730,Potency,None,Nuclear receptor ROR-gamma,CHEMBL1614087,BAO_0000019,5.45,PUBCHEM_BIOASSAY: qHTS for inhibitors of ROR gamma transcriptional activity. (Class of assay: confirmatory) 
CHEMBL3797,Homo sapiens,None,None,4851309,Potency,None,Serine-protein kinase ATM,CHEMBL1614153,BAO_0000019,4.4,PUBCHEM_BIOASSAY: qHTS Assay for Identifying a Potential Treatment of Ataxia-Telangiectasia. (Class of assay: confirmatory) 
CHEMBL5162,Homo sapiens,None,None,4920478,Potency,None,Neuropeptide S receptor,CHEMBL1614052,BAO_0000019,5.3,PUBCHEM_BIOASSAY: qHTS Assay for Antagonists of the Neuropeptide S Receptor: cAMP Signal Transduction. (Class of assay: confirmatory) 
CHEMBL1615322,Homo sapiens,None,None,5011138,Potency,None,microRNA 21,CHEMBL1614146,BAO_0000019,5.13,PUBCHEM_BIOASSAY: qHTS Assay for Modulators of miRNAs and/or Inhibitors of miR-21. (Class of assay: confirmatory) 
CHEMBL1741165,Homo sapiens,None,None,5330791,AC50,None,Microphthalmia-associated transcription factor,CHEMBL1737866,BAO_0000219,5.24,PUBCHEM_BIOASSAY: MITF Measured in Cell-Based System Using Plate Reader - 2084-01_Inhibitor_DoseNoFile_CherryPick_Activity_Set2. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID488944]
CHEMBL1741165,Homo sapiens,None,None,5692448,AC50,None,Microphthalmia-associated transcription factor,CHEMBL1738318,BAO_0000219,5.24,PUBCHEM_BIOASSAY: MITF Measured in Cell-Based System Using Plate Reader - 2084-01_Inhibitor_DoseNoFile_CherryPick_Activity_Set4. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID488944]
CHEMBL1741165,Homo sapiens,None,None,5857738,AC50,None,Microphthalmia-associated transcription factor,CHEMBL1738553,BAO_0000219,4.5,PUBCHEM_BIOASSAY: MITF Orthogonal Assay: SK-MEL-5 CTG Assay Measured in Cell-Based System Using Plate Reader - 2084-02_Inhibitor_Dose_CherryPick_Activity_Set3. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID488944]
CHEMBL1741165,Homo sapiens,None,None,5877752,AC50,None,Microphthalmia-associated transcription factor,CHEMBL1738549,BAO_0000219,4.67,PUBCHEM_BIOASSAY: MITF Orthogonal Assay: MALME3 CTG Assay Measured in Cell-Based System Using Plate Reader - 2084-04_Inhibitor_Dose_CherryPick_Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID488944]
CHEMBL1741165,Homo sapiens,None,None,5974465,AC50,None,Microphthalmia-associated transcription factor,CHEMBL1738671,BAO_0000219,5.24,PUBCHEM_BIOASSAY: MITF Measured in Cell-Based System Using Plate Reader - 2084-01_Inhibitor_DoseNoFile_CherryPick_Activity_Set3. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID488944]
CHEMBL612545,None,None,None,10319569,AC50,None,Unchecked,CHEMBL1963913,BAO_0000219,5.38,PUBCHEM_BIOASSAY: Schnurri-3 Inhibitors: specific inducers of adult bone formation Measured in Cell-Based System Using Plate Reader - 2134-01_Inhibitor_Dose_CherryPick_Activity. (Class of assay: confirmatory) 
CHEMBL612545,None,None,None,10616797,AC50,None,Unchecked,CHEMBL1963999,BAO_0000219,4.87,PUBCHEM_BIOASSAY: Shn3: Dual-Go Shn3RL cells Measured in Cell-Based System Using Plate Reader - 2134-02_Inhibitor_Dose_CherryPick_Activity. (Class of assay: confirmatory) 
