target_chembl_id,target_organism,document_journal,document_year,activity_id,standard_type,molecule_pref_name,target_pref_name,assay_chembl_id,bao_format,pchembl_value,assay_description
CHEMBL3332,Sus scrofa,J. Med. Chem.,2001,885751,Ki,None,ADAM17,CHEMBL814098,BAO_0000357,8.38,Inhibition of porcine TNF-alpha converting enzyme(pTACE).
CHEMBL372,Homo sapiens,J. Med. Chem.,2001,885752,IC50,None,Homo sapiens,CHEMBL699331,BAO_0000218,7.17,Inhibition of TNF-alpha release in LPS-stimulated human whole blood assay(WBA)
CHEMBL332,Homo sapiens,J. Med. Chem.,2001,885753,Ki,None,Matrix metalloproteinase-1,CHEMBL718682,BAO_0000357,7.89,Inhibition of human matrix metalloprotease-1
CHEMBL333,Homo sapiens,J. Med. Chem.,2001,885754,Ki,None,Matrix metalloproteinase-2,CHEMBL872559,BAO_0000357,8.96,Inhibition of matrix metalloprotease-2
CHEMBL321,Homo sapiens,J. Med. Chem.,2001,885755,Ki,None,Matrix metalloproteinase 9,CHEMBL872557,BAO_0000357,8.92,Inhibition of human matrix metalloprotease-9
CHEMBL3706,Homo sapiens,J. Med. Chem.,2001,1233563,IC50,None,ADAM17,CHEMBL702337,BAO_0000221,7.17,Inhibition of LPS-stimulated TNF-alpha release in human whole blood
CHEMBL3332,Sus scrofa,J. Med. Chem.,2001,1233565,Ki,None,ADAM17,CHEMBL822216,BAO_0000357,8.38,Inhibition of porcine TNF-alpha converting enzyme (pTACE).
CHEMBL332,Homo sapiens,J. Med. Chem.,2001,1233566,Ki,None,Matrix metalloproteinase-1,CHEMBL718850,BAO_0000357,7.89,In vitro inhibition of human MMP-1.
CHEMBL333,Homo sapiens,J. Med. Chem.,2001,1233567,Ki,None,Matrix metalloproteinase-2,CHEMBL718312,BAO_0000357,8.96,Inhibition of matrix metalloprotease-2
CHEMBL283,Homo sapiens,J. Med. Chem.,2001,1233568,Ki,None,Matrix metalloproteinase 3,CHEMBL709173,BAO_0000357,8.11,Inhibition of human MMP-3.
CHEMBL4073,Homo sapiens,J. Med. Chem.,2001,1233569,Ki,None,Matrix metalloproteinase 7,CHEMBL711567,BAO_0000357,8.82,Inhibition of matrix metalloprotease-7
CHEMBL4588,Homo sapiens,J. Med. Chem.,2001,1233570,Ki,None,Matrix metalloproteinase 8,CHEMBL713835,BAO_0000357,8.96,Inhibition of matrix metalloprotease-8
CHEMBL321,Homo sapiens,J. Med. Chem.,2001,1233571,Ki,None,Matrix metalloproteinase 9,CHEMBL710800,BAO_0000357,8.92,In vitro inhibition of human MMP-9.
CHEMBL280,Homo sapiens,J. Med. Chem.,2001,1233572,Ki,None,Matrix metalloproteinase 13,CHEMBL717450,BAO_0000357,8.64,Inhibition of matrix metalloprotease-13
CHEMBL3869,Homo sapiens,J. Med. Chem.,2001,1233573,Ki,None,Matrix metalloproteinase 14,CHEMBL718392,BAO_0000357,6.85,Inhibition of matrix metalloprotease-14
CHEMBL2963,Homo sapiens,J. Med. Chem.,2001,1233574,Ki,None,Matrix metalloproteinase 15,CHEMBL718399,BAO_0000357,7.15,Inhibition of matrix metalloprotease-15
CHEMBL2200,Homo sapiens,J. Med. Chem.,2001,1233575,Ki,None,Matrix metalloproteinase 16,CHEMBL718403,BAO_0000357,6.97,Inhibition of matrix metalloprotease-16
