target_chembl_id,target_organism,document_journal,document_year,activity_id,standard_type,molecule_pref_name,target_pref_name,assay_chembl_id,bao_format,pchembl_value,assay_description
CHEMBL612313,Streptococcus,None,None,3621222,EC50,None,Streptococcus,CHEMBL1614538,BAO_0000218,6.93,
CHEMBL1293235,Homo sapiens,None,None,3628349,Potency,None,Prelamin-A/C,CHEMBL1614544,BAO_0000019,4.45,PUBCHEM_BIOASSAY: qHTS Assay for Modulators of Lamin A Splicing. (Class of assay: confirmatory) 
CHEMBL1293226,Homo sapiens,None,None,3705838,Potency,None,Lysine-specific demethylase 4D-like,CHEMBL1613914,BAO_0000019,4.75,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of Human Jumonji Domain Containing 2E (JMJD2E). (Class of assay: confirmatory) 
CHEMBL612545,None,None,None,4127546,IC50,None,Unchecked,CHEMBL1614455,BAO_0000019,4.6,"PUBCHEM_BIOASSAY: A Counter Screen to identiry small molecule screen for inhibitors of the PhoP region in Salmonella Typhimurium. (Class of assay: confirmatory) [Related pubchem assays: 2253, 1863, 1981, 1874 ]"
CHEMBL612545,None,None,None,4302636,IC50,None,Unchecked,CHEMBL1614127,BAO_0000019,4.65,"PUBCHEM_BIOASSAY: A screen for inhibitors of the PhoP region in Salmonella Typhimurium using a modified counterscreen. (Class of assay: confirmatory) [Related pubchem assays: 2253, 1863, 1874 ]"
CHEMBL2093861,Homo sapiens,None,None,4562107,Potency,None,Menin/Histone-lysine N-methyltransferase MLL,CHEMBL1614257,BAO_0000019,4.7,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors Targeting the Menin-MLL Interaction in MLL Related Leukemias: Competition With Texas Red Labeled MLL-derived Mutant Peptide. (Class of assay: confirmatory) 
CHEMBL612545,None,None,None,4682341,IC50,None,Unchecked,CHEMBL1613789,BAO_0000019,4.48,"PUBCHEM_BIOASSAY: A small molecule screen for inhibitors of the PhoP region in Salmonella Typhimurium. (Class of assay: confirmatory) [Related pubchem assays: 2253, 1981, 1874 ]"
CHEMBL612545,None,None,None,4690314,IC50,None,Unchecked,CHEMBL1613791,BAO_0000019,5.26,"PUBCHEM_BIOASSAY: A counter screen for small molecule screen for inhibitors of the PhoP region in Salmonella typhi. (Class of assay: confirmatory) [Related pubchem assays: 1850, 1864, 2252, 1985 ]"
CHEMBL612545,None,None,None,4992658,IC50,None,Unchecked,CHEMBL1614100,BAO_0000019,5.1,"PUBCHEM_BIOASSAY: A small molecule screen for inhibitors of the PhoP region in Salmonella typhi. (Class of assay: confirmatory) [Related pubchem assays: 1864, 2252, 1985 ]"
CHEMBL612545,None,None,None,5019958,IC50,None,Unchecked,CHEMBL1613892,BAO_0000019,4.34,PUBCHEM_BIOASSAY: A screen for inhibitors of the PhoP region in Salmonella Typhi using a modified counterscreen. (Class of assay: confirmatory) 
