target_chembl_id,target_organism,document_journal,document_year,activity_id,standard_type,molecule_pref_name,target_pref_name,assay_chembl_id,bao_format,pchembl_value,assay_description
CHEMBL2093861,Homo sapiens,None,None,3619481,Potency,None,Menin/Histone-lysine N-methyltransferase MLL,CHEMBL1614531,BAO_0000019,4.6,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors Targeting the Menin-MLL Interaction in MLL Related Leukemias: Competition With Fluorescein Labeled MLL-derived Peptide. (Class of assay: confirmatory) 
CHEMBL1947,Homo sapiens,None,None,3659299,Potency,None,Thyroid hormone receptor beta-1,CHEMBL1614554,BAO_0000019,4.3,PUBCHEM_BIOASSAY: qHTS for Inhibitors of the Interaction of Thyroid Hormone Receptor and Steroid Receptor Coregulator 2. (Class of assay: confirmatory) 
CHEMBL1293236,Homo sapiens,None,None,3675487,Potency,None,ATP-dependent DNA helicase Q1,CHEMBL1613829,BAO_0000019,4.7,
CHEMBL4159,Homo sapiens,None,None,3690205,Potency,None,Endoplasmic reticulum-associated amyloid beta-peptide-binding protein,CHEMBL1613910,BAO_0000019,4.8,"PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of HSD17B4, hydroxysteroid (17-beta) dehydrogenase 4. (Class of assay: confirmatory) "
CHEMBL612545,None,None,None,3692978,Potency,None,Unchecked,CHEMBL1613897,BAO_0000019,3.85,
CHEMBL1293226,Homo sapiens,None,None,3717172,Potency,None,Lysine-specific demethylase 4D-like,CHEMBL1613914,BAO_0000019,4.6,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of Human Jumonji Domain Containing 2E (JMJD2E). (Class of assay: confirmatory) 
CHEMBL3468,Homo sapiens,None,None,3802519,Potency,None,Caspase-7,CHEMBL1613779,BAO_0000019,4.7,PUBCHEM_BIOASSAY: qHTS Assay for Allosteric/Competitive Inhibitors of Caspase-7. (Class of assay: confirmatory) 
CHEMBL1075138,Homo sapiens,None,None,3928063,Potency,None,Tyrosyl-DNA phosphodiesterase 1,CHEMBL1614364,BAO_0000357,4.5,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of Tyrosyl-DNA Phosphodiesterase (TDP1). (Class of assay: confirmatory) 
CHEMBL1293224,Homo sapiens,None,None,3968427,Potency,None,Microtubule-associated protein tau,CHEMBL1614502,BAO_0000019,5.1,
CHEMBL3563,Trypanosoma cruzi,None,None,3979609,Potency,None,Cruzipain,CHEMBL1613769,BAO_0000019,5.8,
CHEMBL1293224,Homo sapiens,None,None,4045478,Potency,None,Microtubule-associated protein tau,CHEMBL1614421,BAO_0000357,5.4,"PUBCHEM_BIOASSAY: qHTS for Inhibitors of Tau Fibril Formation, Thioflavin T Binding. (Class of assay: confirmatory) [Related pubchem assays: 596 ]"
CHEMBL3577,Homo sapiens,None,None,4161961,Potency,None,Aldehyde dehydrogenase 1A1,CHEMBL1614458,BAO_0000019,4.6,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of Aldehyde Dehydrogenase 1 (ALDH1A1). (Class of assay: confirmatory) [Related pubchem assays: 1030 (qHTS Validation Assay for Inhibitors of aldehyde dehydrogenase 1 (ALDH1A1))]
CHEMBL2903,Homo sapiens,None,None,4468610,Potency,None,Arachidonate 15-lipoxygenase,CHEMBL1614240,BAO_0000019,5.3,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory) 
CHEMBL1293224,Homo sapiens,None,None,4503679,Potency,None,Microtubule-associated protein tau,CHEMBL1614250,BAO_0000019,5.4,"PUBCHEM_BIOASSAY: qHTS for Inhibitors of Tau Fibril Formation, Fluorescence Polarization. (Class of assay: confirmatory) [Related pubchem assays: 596 ]"
CHEMBL2093861,Homo sapiens,None,None,4555544,Potency,None,Menin/Histone-lysine N-methyltransferase MLL,CHEMBL1614257,BAO_0000019,4.9,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors Targeting the Menin-MLL Interaction in MLL Related Leukemias: Competition With Texas Red Labeled MLL-derived Mutant Peptide. (Class of assay: confirmatory) 
CHEMBL1293227,Homo sapiens,None,None,4707739,Potency,None,Ubiquitin carboxyl-terminal hydrolase 2,CHEMBL1614331,BAO_0000019,6.0,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of Ubiquitin-specific Protease USP2a. (Class of assay: confirmatory) 
CHEMBL612545,None,None,None,4719429,Potency,None,Unchecked,CHEMBL1614328,BAO_0000019,3.85,
CHEMBL1293255,Homo sapiens,None,None,4796431,Potency,None,15-hydroxyprostaglandin dehydrogenase [NAD+],CHEMBL1614038,BAO_0000019,4.6,
CHEMBL4801,Homo sapiens,None,None,4879470,Potency,None,Caspase-1,CHEMBL1614158,BAO_0000019,4.7,PUBCHEM_BIOASSAY: qHTS Assay for Allosteric/Competitive Inhibitors of Caspase-1. (Class of assay: confirmatory) 
CHEMBL1293236,Homo sapiens,None,None,5056142,Potency,None,ATP-dependent DNA helicase Q1,CHEMBL1613928,BAO_0000019,3.8,
