target_chembl_id,target_organism,document_journal,document_year,activity_id,standard_type,molecule_pref_name,target_pref_name,assay_chembl_id,bao_format,pchembl_value,assay_description
CHEMBL614939,Homo sapiens,Eur. J. Med. Chem.,2014,13932963,IC50,EVEROLIMUS,SQ20B,CHEMBL3124158,BAO_0000219,5.26,Cytotoxicity against human SQ20B cells after 72 hrs by MTT assay
CHEMBL614643,Homo sapiens,Eur. J. Med. Chem.,2014,13932973,IC50,EVEROLIMUS,HOP-62,CHEMBL3124140,BAO_0000219,4.72,Cytotoxicity against human HOP62 cells after 72 hrs by MTT assay
CHEMBL614213,Homo sapiens,Eur. J. Med. Chem.,2014,13932974,IC50,EVEROLIMUS,OVCAR-3,CHEMBL3124144,BAO_0000219,4.8,Cytotoxicity against human OVCAR3 cells after 72 hrs by MTT assay
CHEMBL613508,Homo sapiens,Eur. J. Med. Chem.,2014,13932975,IC50,EVEROLIMUS,DU-145,CHEMBL3124143,BAO_0000219,5.1,Cytotoxicity against human DU145 cells after 72 hrs by MTT assay
CHEMBL3879801,None,Eur. J. Med. Chem.,2014,13932976,IC50,EVEROLIMUS,NON-PROTEIN TARGET,CHEMBL3124142,BAO_0000219,4.92,Cytotoxicity against human SKHEP1 cells after 72 hrs by MTT assay
CHEMBL614067,Homo sapiens,Eur. J. Med. Chem.,2014,13932977,IC50,EVEROLIMUS,CAKI-1,CHEMBL3124146,BAO_0000219,4.85,Cytotoxicity against human Caki1 cells after 72 hrs by MTT assay
CHEMBL384,Homo sapiens,Eur. J. Med. Chem.,2014,13932978,IC50,EVEROLIMUS,HT-29,CHEMBL3124145,BAO_0000219,4.82,Cytotoxicity against human HT-29 cells after 72 hrs by MTT assay
CHEMBL394,Homo sapiens,Eur. J. Med. Chem.,2014,13932979,IC50,EVEROLIMUS,HCT-116,CHEMBL3124148,BAO_0000219,4.92,Cytotoxicity against human HCT116 cells after 72 hrs by MTT assay
CHEMBL3879801,None,Eur. J. Med. Chem.,2014,13932980,IC50,EVEROLIMUS,NON-PROTEIN TARGET,CHEMBL3124147,BAO_0000219,5.06,Cytotoxicity against human ColoR cells after 72 hrs by MTT assay
CHEMBL614561,Homo sapiens,Eur. J. Med. Chem.,2014,13932981,IC50,EVEROLIMUS,COLO 205,CHEMBL3124150,BAO_0000219,4.7,Cytotoxicity against human COLO205 cells after 72 hrs by MTT assay
CHEMBL614939,Homo sapiens,Eur. J. Med. Chem.,2014,14715359,IC50,EVEROLIMUS,SQ20B,CHEMBL3294341,BAO_0000219,5.14,Cytotoxicity against human SQ20B cells after 72 hrs by MTT assay
CHEMBL2221347,Homo sapiens,J Pharmacol Toxicol Methods,2014,15258237,IC50,EVEROLIMUS,"Voltage-gated potassium channel, IKs; KCNQ1(Kv7.1)/KCNE1(MinK)",CHEMBL3430487,BAO_0000219,4.0,Inhibition of slow delayed inward rectifying potassium current (Iks) in Chinese Hamster Ovary (CHO) cells expressing hKvLQT1/hminK measured using IonWorks Quattro automated patch clamp platform
CHEMBL6020,Homo sapiens,Toxicol Sci,2013,18129022,IC50,EVEROLIMUS,Bile salt export pump,CHEMBL4028921,BAO_0000219,5.7,Inhibition of human BSEP overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-taurocholate in presence of ATP measured after 15 to 20 mins by membrane vesicle transport assay
CHEMBL5748,Homo sapiens,Toxicol Sci,2013,18129620,IC50,EVEROLIMUS,Canalicular multispecific organic anion transporter 1,CHEMBL4028922,BAO_0000219,4.95,Inhibition of human MRP2 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay
CHEMBL5918,Homo sapiens,Toxicol Sci,2013,18130192,IC50,EVEROLIMUS,Canalicular multispecific organic anion transporter 2,CHEMBL4028923,BAO_0000219,4.08,Inhibition of human MRP3 overexpressed in Sf9 insect cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 10 mins by membrane vesicle transport assay
CHEMBL1743128,Homo sapiens,Toxicol Sci,2013,18130792,IC50,EVEROLIMUS,Multidrug resistance-associated protein 4,CHEMBL4028924,BAO_0000219,4.02,Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay
