target_chembl_id,target_organism,document_journal,document_year,activity_id,standard_type,molecule_pref_name,target_pref_name,assay_chembl_id,bao_format,pchembl_value,assay_description
CHEMBL614245,Homo sapiens,Bioorg. Med. Chem. Lett.,2009,3215207,IC50,None,THP-1,CHEMBL1105949,BAO_0000219,7.96,Antiinflammatory activity in human THP1 cells assessed as inhibition of LPS-induced TNFalpha production by PLAP reporter assay
CHEMBL3879801,None,Bioorg. Med. Chem. Lett.,2009,3215208,IC50,None,NON-PROTEIN TARGET,CHEMBL1105950,BAO_0000219,5.62,Antiinflammatory activity in human B164 cells assessed as inhibition of LPS-induced Actin production by PLAP reporter assay
CHEMBL3038499,Homo sapiens,Bioorg. Med. Chem. Lett.,2011,6153362,IC50,None,TAK1/TAB1,CHEMBL1763403,BAO_0000223,8.1,Competitive inhibition of recombinant TAK1-TAB1 assessed as [33P]gamma-ATP incorporation into substrate histone H1 peptide by filter plate assay
CHEMBL387,Homo sapiens,J. Nat. Prod.,2011,6268619,IC50,None,MCF7,CHEMBL1804009,BAO_0000219,5.42,Cytotoxicity against human MCF7 cells after 72 hrs by MTS assay
CHEMBL396,Homo sapiens,J. Nat. Prod.,2011,6268620,IC50,None,NCI-H460,CHEMBL1804010,BAO_0000219,5.92,Cytotoxicity against human H460 cells after 72 hrs by MTS assay
CHEMBL613977,Homo sapiens,J. Nat. Prod.,2011,6268621,IC50,None,SF-268,CHEMBL1804145,BAO_0000219,5.29,Cytotoxicity against human SF268 cells after 72 hrs by MTS assay
CHEMBL384,Homo sapiens,J. Nat. Prod.,2011,6268622,IC50,None,HT-29,CHEMBL1804008,BAO_0000219,5.44,Cytotoxicity against human HT-29 cells after 72 hrs by MTS assay
CHEMBL614697,Homo sapiens,J. Nat. Prod.,2011,6268623,IC50,None,MDA-MB-435,CHEMBL1804146,BAO_0000219,5.48,Cytotoxicity against human MDA-MB-435 cells after 72 hrs by MTS assay
CHEMBL5533,Homo sapiens,J. Nat. Prod.,2011,6269316,IC50,None,Nuclear factor NF-kappa-B p65 subunit,CHEMBL1804152,BAO_0000219,6.6,Inhibition of NFkappa p65 isolated from nuclear extract of human HeLa cells by ELISA
CHEMBL3530,Homo sapiens,J. Med. Chem.,2012,12205216,IC50,None,Dual specificity mitogen-activated protein kinase kinase 7,CHEMBL2217251,BAO_0000357,6.52,Inhibition of MEK7
