target_chembl_id,target_organism,document_journal,document_year,activity_id,standard_type,molecule_pref_name,target_pref_name,assay_chembl_id,bao_format,pchembl_value,assay_description
CHEMBL364,Plasmodium falciparum,Antimicrob. Agents Chemother.,2008,2711833,IC50,TELITHROMYCIN,Plasmodium falciparum,CHEMBL1051721,BAO_0000218,5.09,Antiplasmodial activity after 48 hrs against Plasmodium falciparum 3D7 as Malstat LDH activity
CHEMBL364,Plasmodium falciparum,Antimicrob. Agents Chemother.,2008,2711834,IC50,TELITHROMYCIN,Plasmodium falciparum,CHEMBL1051722,BAO_0000218,5.98,Antiplasmodial activity after 72 hrs against Plasmodium falciparum 3D7 as Malstat LDH activity
CHEMBL364,Plasmodium falciparum,Antimicrob. Agents Chemother.,2008,2711835,IC50,TELITHROMYCIN,Plasmodium falciparum,CHEMBL1051723,BAO_0000218,6.55,Antiplasmodial activity after 96 hrs against Plasmodium falciparum 3D7 as Malstat LDH activity
CHEMBL364,Plasmodium falciparum,Antimicrob. Agents Chemother.,2008,2711836,IC50,TELITHROMYCIN,Plasmodium falciparum,CHEMBL1051724,BAO_0000218,6.36,Antiplasmodial activity after 120 hrs against Plasmodium falciparum 3D7 as Malstat LDH activity
CHEMBL240,Homo sapiens,J. Med. Chem.,2009,2924230,IC50,TELITHROMYCIN,HERG,CHEMBL1042376,BAO_0000357,4.4,Inhibition of human ERG by patch-clamp assay
CHEMBL612558,None,J. Med. Chem.,2009,2924244,Ki,TELITHROMYCIN,ADMET,CHEMBL1042375,BAO_0000251,8.62,Inhibition of CYP3A in human liver microsomes assessed as hydroxymidazolam formation by time dependent inhibition assay
CHEMBL612545,None,ACS Med. Chem. Lett.,2011,8028689,IC50,TELITHROMYCIN,Unchecked,CHEMBL1948064,BAO_0000019,6.64,Inhibition of protein synthesis using Escherichia coli S30 extracts preincubated for 10 mins measured after 50 mins by luciferase reporter gene assay
CHEMBL1743121,Homo sapiens,Mol. Pharmacol.,2013,13798625,IC50,TELITHROMYCIN,Solute carrier organic anion transporter family member 1B3,CHEMBL3039492,BAO_0000219,5.23,pIC50 values for sodium fluorescein (10 uM) uptake in OATP1B3-transfected CHO cells
CHEMBL1697668,Homo sapiens,Mol. Pharmacol.,2013,13800624,IC50,TELITHROMYCIN,Solute carrier organic anion transporter family member 1B1,CHEMBL3039489,BAO_0000219,5.46,pIC50 values for sodium fluorescein (10 uM) uptake in OATP1B1-transfected CHO cells
CHEMBL612545,None,ACS Med. Chem. Lett.,2014,15105520,Kd,TELITHROMYCIN,Unchecked,CHEMBL3387838,BAO_0000019,8.19,Binding affinity to Escherichia coli ribosomes after 2 hrs by fluorescence polarization assay in presence of BODIPY-labeled erythromycin A
CHEMBL6020,Homo sapiens,Toxicol Sci,2010,18051772,IC50,TELITHROMYCIN,Bile salt export pump,CHEMBL4011663,BAO_0000019,5.4,
CHEMBL6020,Homo sapiens,Hepatology,2014,18051988,IC50,TELITHROMYCIN,Bile salt export pump,CHEMBL4011669,BAO_0000019,4.52,
CHEMBL6020,Homo sapiens,Toxicol Sci,2013,18129057,IC50,TELITHROMYCIN,Bile salt export pump,CHEMBL4028921,BAO_0000219,5.3,Inhibition of human BSEP overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-taurocholate in presence of ATP measured after 15 to 20 mins by membrane vesicle transport assay
CHEMBL1743128,Homo sapiens,Toxicol Sci,2013,18130827,IC50,TELITHROMYCIN,Multidrug resistance-associated protein 4,CHEMBL4028924,BAO_0000219,5.15,Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay
